scenario,hour,price,soc,charge,discharge
8,14,42.57,100.0,0.0,30.0
8,15,103.48,68.42105263157895,0.0,13.794501574972244
8,16,181.81,53.90052465792395,0.0,4.180020398958548
8,17,196.45,49.500503185336015,0.0,3.817694485509225
8,18,186.54,45.48187741111578,0.0,6.101976131717435
8,19,50.11,39.0587446408869,0.0,5.541415673246387
8,20,37.55,33.22567551115387,0.0,13.256588290162176
8,21,36.09,19.27137204782526,0.0,18.307803445434
8,22,32.35,0.0,0.0,0.0
8,23,27.79,0.0,0.0,0.0
8,24,25.47,0.0,0.0,0.0
9,1,19.28,0.0,0.0,0.0
9,2,16.42,0.0,0.0,0.0
9,3,15.77,0.0,0.0,0.0
9,4,14.54,0.0,15.263157894736842,0.0
9,5,13.75,14.5,30.0,0.0
9,6,12.38,43.0,30.0,0.0
9,7,15.03,71.5,30.0,0.0
9,8,17.89,100.0,0.0,0.0
9,9,19.44,100.0,0.0,0.0
9,10,14.91,100.0,0.0,0.0
9,11,20.76,100.0,0.0,0.0
9,12,26.08,100.0,0.0,0.0
9,13,39.9,100.0,0.0,0.0
9,14,72.89,100.0,0.0,30.0
9,15,48.23,68.42105263157895,0.0,13.794501574972244
9,16,67.82,53.90052465792395,0.0,4.180020398958548
9,17,65.45,49.500503185336015,0.0,3.817694485509225
9,18,189.7,45.48187741111578,0.0,6.101976131717435
9,19,82.82,39.0587446408869,0.0,5.541415673246387
9,20,47.13,33.22567551115387,0.0,13.256588290162176
9,21,34.03,19.27137204782526,0.0,18.307803445434
9,22,31.82,0.0,0.0,0.0
9,23,25.93,0.0,0.0,0.0
9,24,23.72,0.0,0.0,0.0
10,1,12.11,0.0,0.0,0.0
10,2,17.11,0.0,0.0,0.0
10,3,16.01,0.0,0.0,0.0
10,4,15.18,0.0,15.263157894736842,0.0
10,5,15.0,14.5,30.0,0.0
10,6,14.3,43.0,30.0,0.0
10,7,15.34,71.5,30.0,0.0
10,8,15.29,100.0,0.0,0.0
10,9,16.12,100.0,0.0,0.0
10,10,16.95,100.0,0.0,0.0
10,11,19.91,100.0,0.0,0.0
10,12,28.39,100.0,0.0,0.0
10,13,30.71,100.0,0.0,0.0
10,14,50.59,100.0,0.0,30.0
10,15,52.18,68.42105263157895,0.0,13.794501574972244
10,16,75.05,53.90052465792395,0.0,4.180020398958548
10,17,76.44,49.500503185336015,0.0,3.817694485509225
10,18,62.43,45.48187741111578,0.0,6.101976131717435
10,19,43.68,39.0587446408869,0.0,5.541415673246387
10,20,38.2,33.22567551115387,0.0,13.256588290162176
10,21,33.21,19.27137204782526,0.0,18.307803445434
10,22,22.18,0.0,0.0,0.0
10,23,25.42,0.0,0.0,0.0
10,24,19.31,0.0,0.0,0.0
11,1,14.81,0.0,0.0,0.0
11,2,17.26,0.0,0.0,0.0
11,3,16.36,0.0,0.0,0.0
11,4,16.98,0.0,15.263157894736842,0.0
11,5,16.15,14.5,30.0,0.0
11,6,15.17,43.0,30.0,0.0
11,7,17.09,71.5,30.0,0.0
11,8,18.03,100.0,0.0,0.0
11,9,21.05,100.0,0.0,0.0
11,10,24.85,100.0,0.0,0.0
11,11,22.12,100.0,0.0,0.0
11,12,29.77,100.0,0.0,0.0
11,13,31.7,100.0,0.0,0.0
11,14,49.7,100.0,0.0,30.0
11,15,49.22,68.42105263157895,0.0,13.794501574972244
11,16,78.72,53.90052465792395,0.0,4.180020398958548
11,17,85.08,49.500503185336015,0.0,3.817694485509225
11,18,63.47,45.48187741111578,0.0,6.101976131717435
11,19,43.91,39.0587446408869,0.0,5.541415673246387
11,20,34.72,33.22567551115387,0.0,13.256588290162176
11,21,31.48,19.27137204782526,0.0,18.307803445434
11,22,31.35,0.0,0.0,0.0
11,23,24.0,0.0,0.0,0.0
11,24,21.79,0.0,0.0,0.0
12,1,17.26,0.0,0.0,0.0
12,2,16.09,0.0,0.0,0.0
12,3,16.74,0.0,0.0,0.0
12,4,15.88,0.0,15.263157894736842,0.0
12,5,0.75,14.5,30.0,0.0
12,6,7.47,43.0,30.0,0.0
12,7,10.4,71.5,30.0,0.0
12,8,14.2,100.0,0.0,0.0
12,9,16.53,100.0,0.0,0.0
12,10,18.39,100.0,0.0,0.0
12,11,22.73,100.0,0.0,0.0
12,12,28.87,100.0,0.0,0.0
12,13,35.74,100.0,0.0,0.0
12,14,61.73,100.0,0.0,30.0
12,15,58.21,68.42105263157895,0.0,13.794501574972244
12,16,77.17,53.90052465792395,0.0,4.180020398958548
12,17,76.51,49.500503185336015,0.0,3.817694485509225
12,18,66.12,45.48187741111578,0.0,6.101976131717435
12,19,48.82,39.0587446408869,0.0,5.541415673246387
12,20,36.74,33.22567551115387,0.0,13.256588290162176
12,21,30.85,19.27137204782526,0.0,18.307803445434
12,22,26.6,0.0,0.0,0.0
12,23,24.54,0.0,0.0,0.0
12,24,23.55,0.0,0.0,0.0
13,1,18.59,0.0,0.0,0.0
13,2,16.7,0.0,0.0,0.0
13,3,15.97,0.0,0.0,0.0
13,4,14.75,0.0,15.263157894736842,0.0
13,5,14.01,14.5,30.0,0.0
13,6,12.42,43.0,30.0,0.0
13,7,12.52,71.5,30.0,0.0
13,8,13.29,100.0,0.0,0.0
13,9,17.14,100.0,0.0,0.0
13,10,18.3,100.0,0.0,0.0
13,11,21.07,100.0,0.0,0.0
13,12,25.03,100.0,0.0,0.0
13,13,27.33,100.0,0.0,0.0
13,14,52.83,100.0,0.0,30.0
13,15,50.96,68.42105263157895,0.0,13.794501574972244
13,16,77.63,53.90052465792395,0.0,4.180020398958548
13,17,87.1,49.500503185336015,0.0,3.817694485509225
13,18,70.74,45.48187741111578,0.0,6.101976131717435
13,19,48.05,39.0587446408869,0.0,5.541415673246387
13,20,35.53,33.22567551115387,0.0,13.256588290162176
13,21,32.07,19.27137204782526,0.0,18.307803445434
13,22,37.0,0.0,0.0,0.0
13,23,27.62,0.0,0.0,0.0
13,24,22.24,0.0,0.0,0.0
14,1,20.48,0.0,0.0,0.0
14,2,16.66,0.0,0.0,0.0
14,3,16.7,0.0,0.0,0.0
14,4,16.84,0.0,15.263157894736842,0.0
14,5,16.31,14.5,30.0,0.0
14,6,15.68,43.0,30.0,0.0
14,7,16.85,71.5,30.0,0.0
14,8,15.97,100.0,0.0,0.0
14,9,16.33,100.0,0.0,0.0
14,10,16.92,100.0,0.0,0.0
14,11,16.25,100.0,0.0,0.0
14,12,21.55,100.0,0.0,0.0
14,13,21.86,100.0,0.0,0.0
14,14,32.39,100.0,0.0,30.0
14,15,32.52,68.42105263157895,0.0,13.794501574972244
14,16,56.67,53.90052465792395,0.0,4.180020398958548
14,17,20.01,49.500503185336015,0.0,3.817694485509225
14,18,240.91,45.48187741111578,0.0,6.101976131717435
14,19,292.98,39.0587446408869,0.0,5.541415673246387
14,20,74.94,33.22567551115387,0.0,13.256588290162176
14,21,325.43,19.27137204782526,0.0,18.307803445434
14,22,39.38,0.0,0.0,0.0
14,23,36.8,0.0,0.0,0.0
14,24,31.61,0.0,0.0,0.0
15,1,16.01,0.0,0.0,0.0
15,2,15.38,0.0,0.0,0.0
15,3,15.96,0.0,0.0,0.0
15,4,14.97,0.0,15.263157894736842,0.0
15,5,14.8,14.5,30.0,0.0
15,6,13.44,43.0,30.0,0.0
15,7,14.27,71.5,30.0,0.0
15,8,15.14,100.0,0.0,0.0
15,9,17.88,100.0,0.0,0.0
15,10,17.71,100.0,0.0,0.0
15,11,17.71,100.0,0.0,0.0
15,12,23.3,100.0,0.0,0.0
15,13,25.41,100.0,0.0,0.0
15,14,48.84,100.0,0.0,30.0
15,15,35.67,68.42105263157895,0.0,13.794501574972244
15,16,64.25,53.90052465792395,0.0,4.180020398958548
15,17,69.57,49.500503185336015,0.0,3.817694485509225
15,18,62.96,45.48187741111578,0.0,6.101976131717435
15,19,42.16,39.0587446408869,0.0,5.541415673246387
15,20,36.24,33.22567551115387,0.0,13.256588290162176
15,21,26.9,19.27137204782526,0.0,18.307803445434
15,22,19.96,0.0,0.0,0.0
15,23,21.89,0.0,0.0,0.0
15,24,22.27,0.0,0.0,0.0
16,1,15.95,0.0,0.0,0.0
16,2,15.43,0.0,0.0,0.0
16,3,15.67,0.0,0.0,0.0
16,4,14.57,0.0,15.263157894736842,0.0
16,5,14.51,14.5,30.0,0.0
16,6,13.76,43.0,30.0,0.0
16,7,15.46,71.5,30.0,0.0
16,8,16.58,100.0,0.0,0.0
16,9,17.16,100.0,0.0,0.0
16,10,16.98,100.0,0.0,0.0
16,11,19.59,100.0,0.0,0.0
16,12,27.81,100.0,0.0,0.0
16,13,32.87,100.0,0.0,0.0
16,14,55.4,100.0,0.0,30.0
16,15,42.71,68.42105263157895,0.0,13.794501574972244
16,16,52.44,53.90052465792395,0.0,4.180020398958548
16,17,78.24,49.500503185336015,0.0,3.817694485509225
16,18,139.6,45.48187741111578,0.0,6.101976131717435
16,19,183.46,39.0587446408869,0.0,5.541415673246387
16,20,68.44,33.22567551115387,0.0,13.256588290162176
16,21,59.69,19.27137204782526,0.0,18.307803445434
16,22,31.56,0.0,0.0,0.0
16,23,30.13,0.0,0.0,0.0
16,24,20.55,0.0,0.0,0.0
17,1,18.98,0.0,0.0,0.0
17,2,16.93,0.0,0.0,0.0
17,3,16.94,0.0,0.0,0.0
17,4,16.06,0.0,15.263157894736842,0.0
17,5,15.69,14.5,30.0,0.0
17,6,14.42,43.0,30.0,0.0
17,7,15.16,71.5,30.0,0.0
17,8,16.11,100.0,0.0,0.0
17,9,17.76,100.0,0.0,0.0
17,10,23.88,100.0,0.0,0.0
17,11,23.59,100.0,0.0,0.0
17,12,29.1,100.0,0.0,0.0
17,13,31.44,100.0,0.0,0.0
17,14,56.63,100.0,0.0,30.0
17,15,44.62,68.42105263157895,0.0,13.794501574972244
17,16,53.4,53.90052465792395,0.0,4.180020398958548
17,17,72.74,49.500503185336015,0.0,3.817694485509225
17,18,65.65,45.48187741111578,0.0,6.101976131717435
17,19,54.74,39.0587446408869,0.0,5.541415673246387
17,20,41.29,33.22567551115387,0.0,13.256588290162176
17,21,40.09,19.27137204782526,0.0,18.307803445434
17,22,31.08,0.0,0.0,0.0
17,23,30.81,0.0,0.0,0.0
17,24,24.55,0.0,0.0,0.0
18,1,17.5,0.0,0.0,0.0
18,2,16.24,0.0,0.0,0.0
18,3,16.32,0.0,0.0,0.0
18,4,15.24,0.0,15.263157894736842,0.0
18,5,14.55,14.5,30.0,0.0
18,6,12.69,43.0,30.0,0.0
18,7,13.68,71.5,30.0,0.0
18,8,14.01,100.0,0.0,0.0
18,9,15.01,100.0,0.0,0.0
18,10,16.79,100.0,0.0,0.0
18,11,16.21,100.0,0.0,0.0
18,12,20.23,100.0,0.0,0.0
18,13,22.8,100.0,0.0,0.0
18,14,42.01,100.0,0.0,30.0
18,15,27.39,68.42105263157895,0.0,13.794501574972244
18,16,22.25,53.90052465792395,0.0,4.180020398958548
18,17,12.68,49.500503185336015,0.0,3.817694485509225
18,18,36.9,45.48187741111578,0.0,6.101976131717435
18,19,31.59,39.0587446408869,0.0,5.541415673246387
18,20,31.61,33.22567551115387,0.0,13.256588290162176
18,21,36.54,19.27137204782526,0.0,18.307803445434
18,22,25.4,0.0,0.0,0.0
18,23,30.9,0.0,0.0,0.0
18,24,21.52,0.0,0.0,0.0
19,1,18.03,0.0,0.0,0.0
19,2,16.81,0.0,0.0,0.0
19,3,16.34,0.0,0.0,0.0
19,4,15.26,0.0,15.263157894736842,0.0
19,5,15.08,14.5,30.0,0.0
19,6,14.4,43.0,30.0,0.0
19,7,15.8,71.5,30.0,0.0
19,8,16.71,100.0,0.0,0.0
19,9,18.02,100.0,0.0,0.0
19,10,18.02,100.0,0.0,0.0
19,11,19.86,100.0,0.0,0.0
19,12,23.61,100.0,0.0,0.0
19,13,33.18,100.0,0.0,0.0
19,14,52.97,100.0,0.0,30.0
19,15,47.94,68.42105263157895,0.0,13.794501574972244
19,16,67.55,53.90052465792395,0.0,4.180020398958548
19,17,102.2,49.500503185336015,0.0,3.817694485509225
19,18,76.24,45.48187741111578,0.0,6.101976131717435
19,19,62.84,39.0587446408869,0.0,5.541415673246387
19,20,63.88,33.22567551115387,0.0,13.256588290162176
19,21,34.29,19.27137204782526,0.0,18.307803445434
19,22,29.95,0.0,0.0,0.0
19,23,29.88,0.0,0.0,0.0
19,24,24.36,0.0,0.0,0.0
20,1,16.09,0.0,0.0,0.0
20,2,15.62,0.0,0.0,0.0
20,3,15.32,0.0,0.0,0.0
20,4,12.99,0.0,15.263157894736842,0.0
20,5,9.79,14.5,30.0,0.0
20,6,11.97,43.0,30.0,0.0
20,7,14.64,71.5,30.0,0.0
20,8,13.87,100.0,0.0,0.0
20,9,14.72,100.0,0.0,0.0
20,10,16.45,100.0,0.0,0.0
20,11,18.57,100.0,0.0,0.0
20,12,22.69,100.0,0.0,0.0
20,13,25.62,100.0,0.0,0.0
20,14,43.44,100.0,0.0,30.0
20,15,38.67,68.42105263157895,0.0,13.794501574972244
20,16,55.93,53.90052465792395,0.0,4.180020398958548
20,17,57.25,49.500503185336015,0.0,3.817694485509225
20,18,56.19,45.48187741111578,0.0,6.101976131717435
20,19,39.9,39.0587446408869,0.0,5.541415673246387
20,20,34.52,33.22567551115387,0.0,13.256588290162176
20,21,32.38,19.27137204782526,0.0,18.307803445434
20,22,29.04,0.0,0.0,0.0
20,23,27.74,0.0,0.0,0.0
20,24,21.78,0.0,0.0,0.0
21,1,16.63,0.0,0.0,0.0
21,2,15.64,0.0,0.0,0.0
21,3,14.83,0.0,0.0,0.0
21,4,13.37,0.0,15.263157894736842,0.0
21,5,13.1,14.5,30.0,0.0
21,6,11.36,43.0,30.0,0.0
21,7,11.51,71.5,30.0,0.0
21,8,13.46,100.0,0.0,0.0
21,9,14.65,100.0,0.0,0.0
21,10,16.68,100.0,0.0,0.0
21,11,15.59,100.0,0.0,0.0
21,12,19.26,100.0,0.0,0.0
21,13,19.84,100.0,0.0,0.0
21,14,38.46,100.0,0.0,30.0
21,15,32.96,68.42105263157895,0.0,13.794501574972244
21,16,46.86,53.90052465792395,0.0,4.180020398958548
21,17,58.88,49.500503185336015,0.0,3.817694485509225
21,18,62.09,45.48187741111578,0.0,6.101976131717435
21,19,45.31,39.0587446408869,0.0,5.541415673246387
21,20,34.88,33.22567551115387,0.0,13.256588290162176
21,21,25.26,19.27137204782526,0.0,18.307803445434
21,22,23.63,0.0,0.0,0.0
21,23,21.87,0.0,0.0,0.0
21,24,19.6,0.0,0.0,0.0
22,1,17.72,0.0,0.0,0.0
22,2,18.37,0.0,0.0,0.0
22,3,16.95,0.0,0.0,0.0
22,4,16.29,0.0,15.263157894736842,0.0
22,5,15.29,14.5,30.0,0.0
22,6,13.91,43.0,30.0,0.0
22,7,14.14,71.5,30.0,0.0
22,8,14.91,100.0,0.0,0.0
22,9,16.63,100.0,0.0,0.0
22,10,15.19,100.0,0.0,0.0
22,11,15.53,100.0,0.0,0.0
22,12,20.33,100.0,0.0,0.0
22,13,29.2,100.0,0.0,0.0
22,14,39.13,100.0,0.0,30.0
22,15,34.14,68.42105263157895,0.0,13.794501574972244
22,16,49.07,53.90052465792395,0.0,4.180020398958548
22,17,64.85,49.500503185336015,0.0,3.817694485509225
22,18,60.65,45.48187741111578,0.0,6.101976131717435
22,19,49.26,39.0587446408869,0.0,5.541415673246387
22,20,39.38,33.22567551115387,0.0,13.256588290162176
22,21,30.82,19.27137204782526,0.0,18.307803445434
22,22,33.13,0.0,0.0,0.0
22,23,31.68,0.0,0.0,0.0
22,24,24.92,0.0,0.0,0.0
23,1,16.8,0.0,0.0,0.0
23,2,16.11,0.0,0.0,0.0
23,3,15.36,0.0,0.0,0.0
23,4,14.11,0.0,15.263157894736842,0.0
23,5,13.24,14.5,30.0,0.0
23,6,12.79,43.0,30.0,0.0
23,7,13.94,71.5,30.0,0.0
23,8,15.23,100.0,0.0,0.0
23,9,18.16,100.0,0.0,0.0
23,10,18.89,100.0,0.0,0.0
23,11,22.46,100.0,0.0,0.0
23,12,27.36,100.0,0.0,0.0
23,13,28.77,100.0,0.0,0.0
23,14,40.83,100.0,0.0,30.0
23,15,44.08,68.42105263157895,0.0,13.794501574972244
23,16,59.13,53.90052465792395,0.0,4.180020398958548
23,17,151.38,49.500503185336015,0.0,3.817694485509225
23,18,139.12,45.48187741111578,0.0,6.101976131717435
23,19,43.28,39.0587446408869,0.0,5.541415673246387
23,20,36.61,33.22567551115387,0.0,13.256588290162176
23,21,35.96,19.27137204782526,0.0,18.307803445434
23,22,28.83,0.0,0.0,0.0
23,23,28.51,0.0,0.0,0.0
23,24,20.95,0.0,0.0,0.0
24,1,14.73,0.0,0.0,0.0
24,2,14.92,0.0,0.0,0.0
24,3,15.74,0.0,0.0,0.0
24,4,16.12,0.0,15.263157894736842,0.0
24,5,15.88,14.5,30.0,0.0
24,6,14.51,43.0,30.0,0.0
24,7,14.26,71.5,30.0,0.0
24,8,14.42,100.0,0.0,0.0
24,9,15.14,100.0,0.0,0.0
24,10,17.02,100.0,0.0,0.0
24,11,13.31,100.0,0.0,0.0
24,12,22.27,100.0,0.0,0.0
24,13,23.98,100.0,0.0,0.0
24,14,33.42,100.0,0.0,30.0
24,15,7.15,68.42105263157895,0.0,13.794501574972244
24,16,-9.69,53.90052465792395,0.0,4.180020398958548
24,17,-31.8,49.500503185336015,0.0,3.817694485509225
24,18,10.61,45.48187741111578,0.0,6.101976131717435
24,19,29.78,39.0587446408869,0.0,5.541415673246387
24,20,29.48,33.22567551115387,0.0,13.256588290162176
24,21,28.99,19.27137204782526,0.0,18.307803445434
24,22,25.43,0.0,0.0,0.0
24,23,28.0,0.0,0.0,0.0
24,24,22.71,0.0,0.0,0.0
25,1,13.4,0.0,0.0,0.0
25,2,17.08,0.0,0.0,0.0
25,3,16.31,0.0,0.0,0.0
25,4,14.83,0.0,15.263157894736842,0.0
25,5,14.5,14.5,30.0,0.0
25,6,14.0,43.0,30.0,0.0
25,7,16.87,71.5,30.0,0.0
25,8,17.25,100.0,0.0,0.0
25,9,17.91,100.0,0.0,0.0
25,10,18.59,100.0,0.0,0.0
25,11,20.94,100.0,0.0,0.0
25,12,22.37,100.0,0.0,0.0
25,13,24.82,100.0,0.0,0.0
25,14,50.79,100.0,0.0,30.0
25,15,35.97,68.42105263157895,0.0,13.794501574972244
25,16,56.24,53.90052465792395,0.0,4.180020398958548
25,17,57.9,49.500503185336015,0.0,3.817694485509225
25,18,56.49,45.48187741111578,0.0,6.101976131717435
25,19,42.06,39.0587446408869,0.0,5.541415673246387
25,20,33.49,33.22567551115387,0.0,13.256588290162176
25,21,31.38,19.27137204782526,0.0,18.307803445434
25,22,25.95,0.0,0.0,0.0
25,23,23.58,0.0,0.0,0.0
25,24,17.56,0.0,0.0,0.0
26,1,19.66,0.0,0.0,0.0
26,2,15.43,0.0,0.0,0.0
26,3,15.76,0.0,0.0,0.0
26,4,15.05,0.0,15.263157894736842,0.0
26,5,14.91,14.5,30.0,0.0
26,6,13.84,43.0,30.0,0.0
26,7,14.94,71.5,30.0,0.0
26,8,16.64,100.0,0.0,0.0
26,9,18.4,100.0,0.0,0.0
26,10,17.4,100.0,0.0,0.0
26,11,16.49,100.0,0.0,0.0
26,12,25.02,100.0,0.0,0.0
26,13,29.48,100.0,0.0,0.0
26,14,48.25,100.0,0.0,30.0
26,15,34.06,68.42105263157895,0.0,13.794501574972244
26,16,60.45,53.90052465792395,0.0,4.180020398958548
26,17,71.87,49.500503185336015,0.0,3.817694485509225
26,18,64.64,45.48187741111578,0.0,6.101976131717435
26,19,43.22,39.0587446408869,0.0,5.541415673246387
26,20,36.4,33.22567551115387,0.0,13.256588290162176
26,21,29.89,19.27137204782526,0.0,18.307803445434
